         24506273 function calls (12656933 primitive calls) in 23.992 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:513(cache_from_source)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:255(_common_type_names)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ecb.py:68(__init__)
        4    0.000    0.000    0.000    0.000 {method 'transpose' of 'sage.matrix.matrix_dense.Matrix_dense' objects}
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/ideal_monoid.py:17(IdealMonoid)
      260    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_types.py:216(_make_named_class_key)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/BLAKE2s.py:76(__init__)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1324(full_super_categories)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:1034(is_field)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:590(global_cache)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/ideal_monoid.py:50(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_eax.py:158(encrypt)
      5/3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:451(_parse_sub)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:776(construction)
       69    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:835(p_declaration_specifiers_5)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:303(_extract_embedded_signature)
       25    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2454(axioms)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/api.py:879(update_accessors)
       38    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:632(cached)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:162(__enter__)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/__init__.py:287(compile)
       42    0.000    0.000    0.000    0.000 {method 'dot' of 'numpy.ndarray' objects}
       38    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:207(__init__)
      879    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:1242(polynomial_ring)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1264(is_full_subcategory)
     1362    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/yacc.py:248(__setitem__)
      133    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:343(_add_declaration_specifier)
      144    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/structure/sequence.py:535(__getitem__)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/random.py:128(seed)
       18    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        3    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:104(x)
      5/3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:511(_parse)
       91    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:131(_path_join)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:642(_get_cached)
      262    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_types.py:365(base_ring)
        3    0.000    0.000    0.000    0.000 {method '_first_ngens' of 'sage.structure.category_object.CategoryObject' objects}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/matrix/matrix_space.py:1054(_element_constructor_)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_file_system.py:34(pycryptodome_filename)
      489    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/py3compat.py:145(byte_string)
       12    0.000    0.000    0.000    0.000 {method '__copy__' of 'sage.categories.map.Map' objects}
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/number.py:407(long_to_bytes)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:497(_declare_function)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:1064(_sage_getargspec_cython)
      592    0.000    0.000    0.000    0.000 {method 'group' of 're.Match' objects}
      136    0.000    0.000    0.000    0.000 {method 'format' of 'str' objects}
        5    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:86(gen_trashbin)
       56    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3123(_subcategory_hook_)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1619(_get_spec)
      150    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:645(parent)
      151    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:180(_is_type_in_scope)
      134    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'int' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:888(is_finite)
    63/41    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:74(__eq__)
       35    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/number.py:475(bytes_to_long)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:576(_code)
      128    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/plyparser.py:42(optrule)
        7    0.000    0.000    0.000    0.000 {method 'findall' of 're.Pattern' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/homsets.py:158(_make_named_class_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/collections/__init__.py:358(namedtuple)
       26    0.000    0.000    0.000    0.000 {method 'read' of '_io.BufferedReader' objects}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:124(setdefault)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:916(p_init_declarator)
       25    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:87(<genexpr>)
       42    0.000    0.000    0.000    0.000 {method 'astype' of 'numpy.ndarray' objects}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:426(_get_module_lock)
       28    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:164(_path_isfile)
        1    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:224(apply_mask)
      570    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
      102    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:227(create_key)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2531(category)
       43    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:1039(_repr_)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.13/random.py:119(__init__)
       18    0.000    0.000    0.000    0.000 {function Random.seed at 0x7fdb8fb9bec0}
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1241(p_direct_xxx_declarator_6)
      101    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:882(p_type_specifier)
        4    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:56(trashbin)
      592    0.000    0.000    0.000    0.000 {method 'end' of 're.Match' objects}
     1027    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
     1025    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/__init__.py:52(<genexpr>)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1169(p_xxx_declarator_2)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:907(p_init_declarator_list)
       64    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:673(__eq__)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:284(__del__)
     1025    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/__init__.py:51(<genexpr>)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:155(_path_is_mode_type)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:420(__exit__)
       29    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2017(__classget__)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:372(release)
       11    0.000    0.000    0.000    0.000 {method 'leading_coefficient' of 'sage.rings.polynomial.polynomial_element.Polynomial' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:840(p_declaration_specifiers_6)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:833(spec_from_file_location)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:1104(zero_vector)
      250    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/yacc.py:254(__len__)
      265    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/yacc.py:257(lineno)
       20    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntrugen.py:79(lift)
     15/3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:1203(structure)
       73    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1163(p_xxx_declarator_1)
    21/10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2005(axioms)
      266    0.000    0.000    0.000    0.000 {method 'rpartition' of 'str' objects}
     16/6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1398(__iter__)
       19    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:235(as_function_pointer)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_eax.py:202(decrypt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/numpy/_core/_ufunc_config.py:464(inner)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/fields.py:65(__contains__)
       27    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:81(max_trash)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:317(build_backend_type)
      149    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3097(super_categories)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring.py:179(create_key)
       68    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3144(<genexpr>)
     26/6    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1384(_recalculate)
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:523(p_translation_unit_2)
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:793(p_declaration_specifiers_no_type_2)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:264(__init__)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ctr.py:151(encrypt)
     1025    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntrugen.py:242(<genexpr>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:2124(construction)
     1025    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/falcon/ntt.py:161(<genexpr>)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:1019(_sage_getargspec_from_ast)
      162    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_quotient_ring_element.py:298(_richcmp_)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:2044(construction)
     10/3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:37(_compile)
      126    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:585(_extract_quals)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:98(_preprocess_extern_python)
      302    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
      254    0.000    0.000    0.000    0.000 {method 'join' of 'str' objects}
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/BLAKE2s.py:120(digest)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:137(_path_split)
      249    0.000    0.000    0.000    0.000 {method 'split' of 'str' objects}
      262    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_types.py:267(base)
   131/64    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:2023(<genexpr>)
       13    0.000    0.000    0.000    0.000 {method 'search' of 're.Pattern' objects}
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:463(_lock_unlock_module)
      120    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:47(_get_c_name)
      144    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:5830(basis)
      157    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:1026(__hash__)
       22    0.000    0.000    0.000    0.000 {method '_internal_coerce_map_from' of 'sage.structure.parent.Parent' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.eval}
      125    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:3057(<genexpr>)
       91    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_lexer.py:369(t_NEWLINE)
       92    0.000    0.000    0.000    0.000 {method 'set' of '_contextvars.ContextVar' objects}
     19/6    0.000    0.000    0.000    0.000 <frozen abc>:121(__subclasscheck__)
       53    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1157(p_declarator)
      329    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category_with_axiom.py:2499(<genexpr>)
     19/6    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       20    0.000    0.000    0.000    0.000 <frozen posixpath>:72(join)
       28    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/ply/lex.py:263(begin)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/matrix_morphism.py:1560(__init__)
       10    0.000    0.000    0.000    0.000 <frozen genericpath>:36(isfile)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Cipher/_mode_ctr.py:215(decrypt)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/quotient_module.py:1(<module>)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/quotient_ring.py:520(construction)
       26    0.000    0.000    0.000    0.000 {method '__exit__' of '_io._IOBase' objects}
       17    0.000    0.000    0.000    0.000 /usr/lib/python3.13/weakref.py:164(__setitem__)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_lexer.py:290(t_PPHASH)
        3    0.000    0.000    0.000    0.000 {method 'an_element' of 'sage.structure.parent.Parent' objects}
      177    0.000    0.000    0.000    0.000 {method 'insert' of 'list' objects}
      220    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
      180    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:157(get)
      226    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
      315    0.000    0.000    0.000    0.000 {method 'startswith' of 'str' objects}
       22    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/dilithium.py:95(_to_bytes)
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_lexer.py:320(t_ppline_NEWLINE)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_compiler.py:514(_compile_info)
        4    0.000    0.000    0.000    0.000 <frozen abc>:110(register)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/ast.py:34(parse)
       60    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:746(_as_func_arg)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:2113(_repr_)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/decorators.py:39(sage_wraps)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1233(path_stats)
        7    0.000    0.000    0.000    0.000 {method '_populate_coercion_lists_' of 'sage.structure.parent.Parent' objects}
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:768(p_declaration)
       50    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/finite_rings/integer_mod_ring.py:1291(__richcmp__)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:167(_remove_line_directives)
      234    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:1301(getargs)
       62    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:1191(__richcmp__)
       13    0.000    0.000    0.000    0.000 {built-in method _imp.source_hash}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:445(cb)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/sageinspect.py:878(_split_syntactical_unit)
        4    0.000    0.000    0.000    0.000 {built-in method _abc._abc_register}
       14    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:788(p_declaration_specifiers_no_type_1)
      105    0.000    0.000    0.000    0.000 /usr/lib/python3.13/inspect.py:302(isclass)
       85    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1936(p_empty)
        2    0.000    0.000    0.000    0.000 {built-in method builtins.compile}
      142    0.000    0.000    0.000    0.000 {method 'items' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/secrets.py:33(token_bytes)
       65    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:249(_type_modify_decl)
        4    0.000    0.000    0.000    0.000 /usr/lib/python3.13/secrets.py:25(randbelow)
       97    0.000    0.000    0.000    0.000 {method 'update' of 'dict' objects}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:74(__new__)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1380(_get_parent_path)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/pushout.py:1861(__init__)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1226(__exit__)
       13    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:697(_classify_pyc)
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1500(_path_importer_cache)
        7    0.000    0.000    0.000    0.000 {method 'to_bytes' of 'sage.rings.integer.Integer' objects}
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring.py:1035(_repr_)
      144    0.000    0.000    0.000    0.000 {function Sequence_generic.__getitem__ at 0x7fdb8e195120}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1128(find_spec)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:682(__contains__)
       39    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:538(p_external_declaration_2)
       21    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1306(p_parameter_type_list)
        9    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/pushout.py:828(__init__)
      265    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/plyparser.py:20(__init__)
        6    0.000    0.000    0.000    0.000 /usr/lib/python3.13/functools.py:36(update_wrapper)
        1    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/ecoin/kyber.py:52(trashbin)
      100    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:1222(__enter__)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:100(split)
        8    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/covariant_functorial_construction.py:325(__classget__)
        3    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/polynomial_ring_constructor.py:746(_get_from_cache)
      223    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:2952(coordinate_ring)
       40    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/py3compat.py:173(_copy_bytes)
        2    0.000    0.000    0.000    0.000 <frozen abc>:105(__new__)
      179    0.000    0.000    0.000    0.000 {built-in method math.ceil}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/pstats.py:108(__init__)
      216    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_ast.py:734(__init__)
       10    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/category.py:893(_set_of_super_categories)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/decorators.py:174(f)
        3    0.000    0.000    0.000    0.000 {method 'get' of 'sage.misc.weak_dict.WeakValueDictionary' objects}
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:82(remove)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Hash/BLAKE2s.py:102(update)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/pushout.py:2842(__init__)
      115    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_ast.py:994(__init__)
       42    0.000    0.000    0.000    0.000 {method 'ravel' of 'numpy.ndarray' objects}
       25    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(__init__)
        5    0.000    0.000    0.000    0.000 <frozen os>:810(getenv)
        5    0.000    0.000    0.000    0.000 <frozen abc>:117(__instancecheck__)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/model.py:273(build_backend_type)
       12    0.000    0.000    0.000    0.000 {sage.rings.finite_rings.integer_mod.IntegerMod}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/misc/superseded.py:500(deprecated_function_alias)
       15    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/additive_magmas.py:211(__init_extra__)
      140    0.000    0.000    0.000    0.000 {built-in method _struct.unpack}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/pstats.py:118(init)
       99    0.000    0.000    0.000    0.000 {built-in method from_iterable}
       10    0.000    0.000    0.000    0.000 {built-in method sage.rings.ring._is_Field}
       18    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:850(p_storage_class_specifier)
        7    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/cffi/cparser.py:180(_put_back_line_directives)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1675(_fill_cache)
     10/8    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1407(__len__)
        5    0.000    0.000    0.000    0.000 {built-in method _abc._abc_instancecheck}
       91    0.000    0.000    0.000    0.000 {built-in method _struct.pack}
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/rings/polynomial/ideal.py:1(<module>)
       16    0.000    0.000    0.000    0.000 /usr/lib/python3.13/random.py:901(randbytes)
        5    0.000    0.000    0.000    0.000 <frozen _collections_abc>:808(get)
       57    0.000    0.000    0.000    0.000 /usr/lib/python3.13/re/_parser.py:167(__getitem__)
      257    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:225(<genexpr>)
       12    0.000    0.000    0.000    0.000 /usr/lib/python3.13/random.py:893(getrandbits)
        5    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/magmatic_algebras.py:178(product)
        5    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
        9    0.000    0.000    0.000    0.000 {built-in method sage.structure.category_object.normalize_names}
       23    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/categories/bimodules.py:62(_make_named_class_key)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/enum.py:1605(__and__)
      257    0.000    0.000    0.000    0.000 /home/sergi/projects/postquantic-pot-code/src/context/context.py:229(<genexpr>)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1487(_path_hooks)
       26    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:190(_path_abspath)
      180    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/Crypto/Util/_raw_api.py:273(__init__)
       10    0.000    0.000    0.000    0.000 <frozen posixpath>:376(abspath)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/pstats.py:137(load_stats)
      158    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:971(degree)
       44    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/free_module.py:987(is_sparse)
       29    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:79(__init__)
      135    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:491(_verbose_message)
       42    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/numpy/linalg/_linalg.py:128(isComplexType)
        2    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:1347(p_parameter_declaration_2)
        1    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/modules/submodule.py:1(<module>)
       45    0.000    0.000    0.000    0.000 {built-in method builtins.setattr}
       94    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/sage/structure/sequence.py:755(universe)
      111    0.000    0.000    0.000    0.000 {method 'is_exact' of 'sage.structure.parent.Parent' objects}
       32    0.000    0.000    0.000    0.000 /usr/lib/python3.13/site-packages/pycparser/c_parser.py:161(_add_typedef_name)
